Description,Latitude,Location,Longitude,Price,Title,Url,Information
"This 2014 Dodge one ton has a gas 6.4 Hemi engine, four wheel drive, automatic transmission and comes with a 'back pack' style tool box that is perfect for landscapers and other trades. The dump bed is electric 'power up & power down' The dump bed is 9' long by 7.5' wide with a metal front headboard 4' tall. It has an integrated brake controller and receiver hitch. I have attached plenty of pictures that will give you more details regarding GVWR and all the options. We are selling because we don't need it, not because there is anything wrong with it. We bought it new and had the tool box and dump bed installed (installation was done by Jim Campen) Contact info for my number, call or text between 8am and 8pm",35.708644,"Weaverville, NC",-82.572935,39000.0,Dodge dump truck 4wd,https://asheville.craigslist.org/cto/d/dodge-dump-truck-4wd/6513261005.html,"Dodge dump truck 4wd. $39000.0. This 2014 Dodge one ton has a gas 6.4 Hemi engine, four wheel drive, automatic transmission and comes with a 'back pack' style tool box that is perfect for landscapers and other trades. The dump bed is electric 'power up & power down' The dump bed is 9' long by 7.5' wide with a metal front headboard 4' tall. It has an integrated brake controller and receiver hitch. I have attached plenty of pictures that will give you more details regarding GVWR and all the options. We are selling because we don't need it, not because there is anything wrong with it. We bought it new and had the tool box and dump bed installed (installation was done by Jim Campen) Contact info for my number, call or text between 8am and 8pm"
Al Kaline Autograph - Only $15. Please email if interested.,35.708644,"Fletcher, NC",-82.572935,15.0,Al Kaline Autograph,https://asheville.craigslist.org/clt/d/al-kaline-autograph/6507679121.html,Al Kaline Autograph. $15.0. Al Kaline Autograph - Only $15. Please email if interested.
NC State and UNC Coke Bottles - $10 each or both for $15. Please email if interested.,35.708644,"Fletcher, NC",-82.572935,10.0,NC State and UNC Coke Bottles,https://asheville.craigslist.org/clt/d/nc-state-and-unc-coke-bottles/6509603153.html,NC State and UNC Coke Bottles. $10.0. NC State and UNC Coke Bottles - $10 each or both for $15. Please email if interested.
Low mileage. 1991 Ford. Mechanic inspected and maintained. Runs Well. please leave a clear message. No texts. Thank you.,35.252508,"Franklin, NC",-83.436122,1500.0,Nice Ford F-350 Utility Truck Runs Well,https://asheville.craigslist.org/hvo/d/nice-ford-350-utility-truck/6505796619.html,Nice Ford F-350 Utility Truck Runs Well. $1500.0. Low mileage. 1991 Ford. Mechanic inspected and maintained. Runs Well. please leave a clear message. No texts. Thank you.
Frank Robinson Autograph - Only $10. Please email if interested.,35.252508,"Fletcher, NC",-83.436122,10.0,Frank Robinson Autograph,https://asheville.craigslist.org/clt/d/frank-robinson-autograph/6507679408.html,Frank Robinson Autograph. $10.0. Frank Robinson Autograph - Only $10. Please email if interested.
"19"" 2 Piece Deep Dish Wheels 19 x 9.5 (2) 19 x 8.5 (2) 5 x 114 Bolt Pattern Note: I will not respond if you can't speak on the phone.",36.0403,"Winston-Salem, NC",-80.1933,1500.0,"19"" 2 Piece Staggered Deep Dish Wheels (Full Set)",https://asheville.craigslist.org/wto/d/19-2-piece-staggered-deep/6509245411.html,"19"" 2 Piece Staggered Deep Dish Wheels (Full Set). $1500.0. 19"" 2 Piece Deep Dish Wheels 19 x 9.5 (2) 19 x 8.5 (2) 5 x 114 Bolt Pattern Note: I will not respond if you can't speak on the phone."
Steve Carlton Autograph - Only $10. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,10.0,Steve Carlton Autograph,https://asheville.craigslist.org/clt/d/steve-carlton-autograph/6507679610.html,Steve Carlton Autograph. $10.0. Steve Carlton Autograph - Only $10. Please email if interested.
Uncanny Mysteries Comic from 1953 - only $20. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,20.0,Uncanny Mysteries Comic - July 1953,https://asheville.craigslist.org/clt/d/uncanny-mysteries-comic-july/6507653833.html,Uncanny Mysteries Comic - July 1953. $20.0. Uncanny Mysteries Comic from 1953 - only $20. Please email if interested.
Limited edition Ben & Jerry's 20th Anniversary Teddy Bear with Tags produced by the Douglas Company in 1998. Great gift or collectible - only $20. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,20.0,Ben & Jerry's 20th Anniversary Teddy Bear with Tags 1998,https://asheville.craigslist.org/tag/d/ben-jerrys-20th-anniversary/6509602345.html,Ben & Jerry's 20th Anniversary Teddy Bear with Tags 1998. $20.0. Limited edition Ben & Jerry's 20th Anniversary Teddy Bear with Tags produced by the Douglas Company in 1998. Great gift or collectible - only $20. Please email if interested.
Ghost Rider Comic - $60. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,60.0,Ghost Rider Comic,https://asheville.craigslist.org/clt/d/ghost-rider-comic/6507650806.html,Ghost Rider Comic. $60.0. Ghost Rider Comic - $60. Please email if interested.
Grateful Dead Vintage Tour Shirt (Large) - Spring Tour 1994 Atlanta. Never Washed or worn stored in climate controlled environment since concert. Best Offer...,36.0403,"Fletcher, NC",-80.1933,1.0,Grateful Dead Vintage Tour Shirt,https://asheville.craigslist.org/clo/d/grateful-dead-vintage-tour/6507633584.html,Grateful Dead Vintage Tour Shirt. $1.0. Grateful Dead Vintage Tour Shirt (Large) - Spring Tour 1994 Atlanta. Never Washed or worn stored in climate controlled environment since concert. Best Offer...
65 sheets of 8ft tin roofing 8.00 ea 12 to 15 sheets of 12ft 12.00 ea Discount for buying 10 sheets or more.,35.3817,"Fletcher, NC",-82.4813,8.0,Rusty Tin Roofing Sheets 8ft and 12ft 80pcs,https://asheville.craigslist.org/atq/d/rusty-tin-roofing-sheets-8ft/6513262537.html,Rusty Tin Roofing Sheets 8ft and 12ft 80pcs. $8.0. 65 sheets of 8ft tin roofing 8.00 ea 12 to 15 sheets of 12ft 12.00 ea Discount for buying 10 sheets or more.
"This is an early 60's Kay with a solid spruce top and laminate mahogany sides and back. Features a non-adjustable steel rod reinforced neck and early Kay X-bracing There are finish cracks on the top, non that go through the wood. None on sides or back. The action at the 12th fret is .116 in. at the 1st string and .118 in. at the 6th string. Any high frets have been reset or leveled and then crowned.",35.614186,"Asheville, NC",-82.574873,179.0,Kay 1960's Calypso Guitar,https://asheville.craigslist.org/msd/d/kay-1960s-calypso-guitar/6484899291.html,"Kay 1960's Calypso Guitar. $179.0. This is an early 60's Kay with a solid spruce top and laminate mahogany sides and back. Features a non-adjustable steel rod reinforced neck and early Kay X-bracing There are finish cracks on the top, non that go through the wood. None on sides or back. The action at the 12th fret is .116 in. at the 1st string and .118 in. at the 6th string. Any high frets have been reset or leveled and then crowned."
"We stripped and refinished this guitar with a French Polish, greatly improving the quality of sound. This is an older instrument which had many top cracks, they were repaired prior to the refinish. The nut has been slotted with a wider than average string spacing for classical guitars. The action has been set to our shop standard(measured at the 12th fret): 1st string at .080 in, 6th string at .100 in. Any high frets have been leveled or reset and then crowned.",35.614168,"Asheville, NC",-82.574637,139.0,Jose Penades Classical Guitar,https://asheville.craigslist.org/msd/d/jose-penades-classical-guitar/6484849077.html,"Jose Penades Classical Guitar. $139.0. We stripped and refinished this guitar with a French Polish, greatly improving the quality of sound. This is an older instrument which had many top cracks, they were repaired prior to the refinish. The nut has been slotted with a wider than average string spacing for classical guitars. The action has been set to our shop standard(measured at the 12th fret): 1st string at .080 in, 6th string at .100 in. Any high frets have been leveled or reset and then crowned."
Top crack repairs were completed on this guitar as well as aftermarket electronics(under-saddle pick-up) Volume and tone adjustment nobs are easily accessible from the sound-hole. Action has been lowered to(measured at the 12th fret) .090 in. on the 6th string and .065 in. on the 1st. Any high frets have been reset or leveled and then crowned.,35.614290999999994,"Asheville, NC",-82.57483,179.0,Tanglewood TW145 SS CE Electric Acoustic Guitar,https://asheville.craigslist.org/msd/d/tanglewood-tw145-ss-ce/6484859601.html,Tanglewood TW145 SS CE Electric Acoustic Guitar. $179.0. Top crack repairs were completed on this guitar as well as aftermarket electronics(under-saddle pick-up) Volume and tone adjustment nobs are easily accessible from the sound-hole. Action has been lowered to(measured at the 12th fret) .090 in. on the 6th string and .065 in. on the 1st. Any high frets have been reset or leveled and then crowned.
"Listed as New Old Stock Had a top crack which has been repaired. A new bridge has been installed. The action has been set to our shop standard(measured at the 12th fret): 1st string at .080 in, 6th string at .100 in. Any high frets have been reset or leveled and then crowned.",35.614098999999996,"Asheville, NC",-82.574637,129.0,Washburn D122S Acoustic Guitar,https://asheville.craigslist.org/msd/d/washburn-d122s-acoustic-guitar/6484868929.html,"Washburn D122S Acoustic Guitar. $129.0. Listed as New Old Stock Had a top crack which has been repaired. A new bridge has been installed. The action has been set to our shop standard(measured at the 12th fret): 1st string at .080 in, 6th string at .100 in. Any high frets have been reset or leveled and then crowned."
"Came to us new but stripped of all parts and with shipping damage, the headstock snapped off the neck. The headstock has been repaired and has been at full tension for 6 months now. New Fishman electronics have been installed, has both under-saddle and mic. pick-ups, blendable. New open back tuners New saddle New strings The action at the 12th fret is set at .080 in on the 1st string All high frets have been reset or leveled and crowned.",35.614028999999995,"Asheville, NC",-82.574852,159.0,Epiphone Hummingbird Pro/EB Acoustic Guitar,https://asheville.craigslist.org/msd/d/epiphone-hummingbird-pro-eb/6484878822.html,"Epiphone Hummingbird Pro/EB Acoustic Guitar. $159.0. Came to us new but stripped of all parts and with shipping damage, the headstock snapped off the neck. The headstock has been repaired and has been at full tension for 6 months now. New Fishman electronics have been installed, has both under-saddle and mic. pick-ups, blendable. New open back tuners New saddle New strings The action at the 12th fret is set at .080 in on the 1st string All high frets have been reset or leveled and crowned."
"This guitar is made from the finest solid woods, a spruce top and rosewood sides and back. Our shop spec for action at the 12th fret is nominally 0.100 on the low E and 0.080 on the high E. Has new strings Any high frets have been reset or leveled and then crowned.",35.613837,"Asheville, NC",-82.574487,149.0,Washburn D200SWM Acoustic Guitar,https://asheville.craigslist.org/msd/d/washburn-d200swm-acoustic/6484888588.html,"Washburn D200SWM Acoustic Guitar. $149.0. This guitar is made from the finest solid woods, a spruce top and rosewood sides and back. Our shop spec for action at the 12th fret is nominally 0.100 on the low E and 0.080 on the high E. Has new strings Any high frets have been reset or leveled and then crowned."
Brand new. Paid $149 (special price) at Full Compass - have receipt.,35.614238,"Asheville, NC",-82.57483,119.0,Recording King RP-3AM New Parlor Guitar,https://asheville.craigslist.org/msd/d/recording-king-rp-3am-new/6484883437.html,Recording King RP-3AM New Parlor Guitar. $119.0. Brand new. Paid $149 (special price) at Full Compass - have receipt.
Hankook Optima 255/55 R20 QTY: 4,36.0403,"Winston-Salem, NC",-80.1933,250.0,*** 255/55/20 Hankook Tires (Full Set) ***,https://asheville.craigslist.org/wto/d/hankook-tires-full-set/6509246997.html,*** 255/55/20 Hankook Tires (Full Set) ***. $250.0. Hankook Optima 255/55 R20 QTY: 4
Broncos Superbowl 32 1998 Champs Shirt - XL. BRAND NEW with tags. Only $20. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,20.0,Broncos Superbowl 32 1998 Champs Shirt - XL,https://asheville.craigslist.org/clt/d/broncos-superbowlchamps-shirt/6506031846.html,Broncos Superbowl 32 1998 Champs Shirt - XL. $20.0. Broncos Superbowl 32 1998 Champs Shirt - XL. BRAND NEW with tags. Only $20. Please email if interested.
Green Bay Superbowl 31 1997 Victor Shirt - XL. BRAND NEW with tags. Only $20. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,20.0,Green Bay Superbowl 31 1997 Victor Shirt - XL,https://asheville.craigslist.org/clt/d/green-bay-superbowlvictor/6506032070.html,Green Bay Superbowl 31 1997 Victor Shirt - XL. $20.0. Green Bay Superbowl 31 1997 Victor Shirt - XL. BRAND NEW with tags. Only $20. Please email if interested.
Green Bay Superbowl 31 1997 Champs Shirt - XL. BRAND NEW with tags. Only $20. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,20.0,Green Bay Superbowl 31 1997 Champs Shirt - XL,https://asheville.craigslist.org/clt/d/green-bay-superbowlchamps/6506032320.html,Green Bay Superbowl 31 1997 Champs Shirt - XL. $20.0. Green Bay Superbowl 31 1997 Champs Shirt - XL. BRAND NEW with tags. Only $20. Please email if interested.
Vintage Giants Broncos Superbowl 21 Shirt - L. Only $20. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,20.0,Giants Broncos Superbowl 21 Shirt - L,https://asheville.craigslist.org/clt/d/giants-broncos-superbowl-21/6506020805.html,Giants Broncos Superbowl 21 Shirt - L. $20.0. Vintage Giants Broncos Superbowl 21 Shirt - L. Only $20. Please email if interested.
Duke 1991 Championship T-Shirt - XL. Only $10. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,10.0,Duke 1991 Championship T-Shirt - XL,https://asheville.craigslist.org/clt/d/duke-1991-championship-shirt/6506017960.html,Duke 1991 Championship T-Shirt - XL. $10.0. Duke 1991 Championship T-Shirt - XL. Only $10. Please email if interested.
Braves 1995 World Series Champs Sweatshirt - XL. BRAND NEW with tags. Only $25. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,25.0,Braves 1995 World Series Champs Sweatshirt - XL,https://asheville.craigslist.org/clt/d/braves-1995-world-series/6506018154.html,Braves 1995 World Series Champs Sweatshirt - XL. $25.0. Braves 1995 World Series Champs Sweatshirt - XL. BRAND NEW with tags. Only $25. Please email if interested.
Braves vs Orioles 1st Interleague Game Shirt - XL. BRAND NEW with tags. Only $20. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,20.0,Braves vs Orioles 1st Interleague Game Shirt - XL,https://asheville.craigslist.org/clt/d/braves-vs-orioles-1st/6506018381.html,Braves vs Orioles 1st Interleague Game Shirt - XL. $20.0. Braves vs Orioles 1st Interleague Game Shirt - XL. BRAND NEW with tags. Only $20. Please email if interested.
Braves 1995 NL Champs Shirt - XL. BRAND NEW with tags. Only $20. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,20.0,Braves 1995 NL Champs Shirt - XL,https://asheville.craigslist.org/clt/d/braves-1995-nl-champs-shirt-xl/6506008643.html,Braves 1995 NL Champs Shirt - XL. $20.0. Braves 1995 NL Champs Shirt - XL. BRAND NEW with tags. Only $20. Please email if interested.
Alabama vs. Miami Bowl Shirt from 1990 - Medium. Only $10. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,10.0,Alabama vs. Miami Bowl Shirt from 1990 - Medium,https://asheville.craigslist.org/clt/d/alabama-vs-miami-bowl-shirt/6506008839.html,Alabama vs. Miami Bowl Shirt from 1990 - Medium. $10.0. Alabama vs. Miami Bowl Shirt from 1990 - Medium. Only $10. Please email if interested.
New Jersey Devils 1995 Stanley Cup Champs Shirt - XL. BRAND NEW with tags. Only $20. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,20.0,New Jersey Devils 1995 Stanley Cup Champs Shirt - XL,https://asheville.craigslist.org/clt/d/new-jersey-devils-1995/6506021033.html,New Jersey Devils 1995 Stanley Cup Champs Shirt - XL. $20.0. New Jersey Devils 1995 Stanley Cup Champs Shirt - XL. BRAND NEW with tags. Only $20. Please email if interested.
Green Bay Superbowl 31 1997 Victors Shirt - XL. BRAND NEW with tags. Only $20. Please email if interested.,36.0403,"Fletcher, NC",-80.1933,20.0,Green Bay Superbowl 31 1997 Victors Shirt - XL,https://asheville.craigslist.org/clo/d/green-bay-superbowlvictors/6506006736.html,Green Bay Superbowl 31 1997 Victors Shirt - XL. $20.0. Green Bay Superbowl 31 1997 Victors Shirt - XL. BRAND NEW with tags. Only $20. Please email if interested.
"Almost new, warn only 3 times. Waterproof hiking, hunting, fishing women's boots, size 8. Please call or text to arrange pickup. Price is not negotiable, I am sorry.",35.4637,"Arden, NC",-82.5354,50.0,Waterproof women's boots size 8,https://asheville.craigslist.org/clo/d/waterproof-womens-boots-size-8/6513266620.html,"Waterproof women's boots size 8. $50.0. Almost new, warn only 3 times. Waterproof hiking, hunting, fishing women's boots, size 8. Please call or text to arrange pickup. Price is not negotiable, I am sorry."
"LIKE NEW!! 1994-1997 GM 2.2 complete rebuild motor $700. Ready to run, new parts with warranty plus all Ac Delco complete still in plastic original oem gaskets. Have all paperwork. No core charge.",35.4637,"Sevierville, TN",-82.5354,700.0,General Motors Rebuilt Motor - Like New,https://asheville.craigslist.org/pts/d/general-motors-rebuilt-motor/6513265661.html,"General Motors Rebuilt Motor - Like New. $700.0. LIKE NEW!! 1994-1997 GM 2.2 complete rebuild motor $700. Ready to run, new parts with warranty plus all Ac Delco complete still in plastic original oem gaskets. Have all paperwork. No core charge."
"Selling a pair of Italian-made Snow Ski Boots by SCARPA- top end competitive lightweight ski boots- excellent support and comfort for the most demanding skier- perfect for any terrain- groomed or powder- retailed for $795.00- selling for $155.00- size 10 1/2-11 Snow boots, SCARPA SNOW BOOTS, ski boots",35.4637,"Asheville, NC",-82.5354,155.0,***SKI BOOTS***,https://asheville.craigslist.org/spo/d/ski-boots/6513267547.html,"***SKI BOOTS***. $155.0. Selling a pair of Italian-made Snow Ski Boots by SCARPA- top end competitive lightweight ski boots- excellent support and comfort for the most demanding skier- perfect for any terrain- groomed or powder- retailed for $795.00- selling for $155.00- size 10 1/2-11 Snow boots, SCARPA SNOW BOOTS, ski boots"
Alabama vs. Miami Bowl Shirt 1990 - Medium. Only $10. Please email if interested.,35.4637,"Fletcher, NC",-82.5354,10.0,Alabama vs. Miami Bowl Shirt 1990 - Medium,https://asheville.craigslist.org/clo/d/alabama-vs-miami-bowl-shirt/6505946167.html,Alabama vs. Miami Bowl Shirt 1990 - Medium. $10.0. Alabama vs. Miami Bowl Shirt 1990 - Medium. Only $10. Please email if interested.
Red Hot Chili Peppers Vintage Shirt - MED. Only $10. Please email if interested.,35.4637,"Fletcher, NC",-82.5354,10.0,Red Hot Chili Peppers Vintage Shirt - MED,https://asheville.craigslist.org/tix/d/red-hot-chili-peppers-vintage/6505937476.html,Red Hot Chili Peppers Vintage Shirt - MED. $10.0. Red Hot Chili Peppers Vintage Shirt - MED. Only $10. Please email if interested.
We do the work for you and teach you as well. We have been making money on digital currencies for 2 years. WE have had a significant level of personal success. We want to make this market available to newbies as well as traditional business people and those who wondered what it is all about. We are beginning to give public seminars on the business of digital currencies as well as forming 2 Limited Partnerships Companies of which there are some spots for additional partners. One of the Limit Partnership available for you to become a member of is 100 percent backed by equity in real estate and pays an annual return of up to 50 percent while the other Limited Partnership is not backed up by real estate and offers annual returns of up to 75 percent. My self and the other managing partner have been in business all our adult lives with one of my companies truly being international.,33.832,"Atlanta, GA",-84.3851,1000.0,Ultra Solid Successful Businessmen Seek Partner 4 Digital FinancialBi,https://asheville.craigslist.org/bfs/d/ultra-solid-successful/6513245296.html,Ultra Solid Successful Businessmen Seek Partner 4 Digital FinancialBi. $1000.0. We do the work for you and teach you as well. We have been making money on digital currencies for 2 years. WE have had a significant level of personal success. We want to make this market available to newbies as well as traditional business people and those who wondered what it is all about. We are beginning to give public seminars on the business of digital currencies as well as forming 2 Limited Partnerships Companies of which there are some spots for additional partners. One of the Limit Partnership available for you to become a member of is 100 percent backed by equity in real estate and pays an annual return of up to 50 percent while the other Limited Partnership is not backed up by real estate and offers annual returns of up to 75 percent. My self and the other managing partner have been in business all our adult lives with one of my companies truly being international.
Grateful Dead Vintage Shirt - Large. Collar torn in middle front. Only $10. Please email if interested.,33.832,"Fletcher, NC",-84.3851,10.0,Grateful Dead Vintage Shirt - Large,https://asheville.craigslist.org/tix/d/grateful-dead-vintage-shirt/6505937660.html,Grateful Dead Vintage Shirt - Large. $10.0. Grateful Dead Vintage Shirt - Large. Collar torn in middle front. Only $10. Please email if interested.
"Jensen Vintage Loudspeakers Digital Model 3152 15"" 3 Way Loudpeakers 80 watts continuous power 220 watts peak power Work great - Only $100 for the pair. Please email if interested.",33.832,"Fletcher, NC",-84.3851,100.0,Jensen Vintage Loudspeakers - Pair,https://asheville.craigslist.org/ele/d/jensen-vintage-loudspeakers/6505937878.html,"Jensen Vintage Loudspeakers - Pair. $100.0. Jensen Vintage Loudspeakers Digital Model 3152 15"" 3 Way Loudpeakers 80 watts continuous power 220 watts peak power Work great - Only $100 for the pair. Please email if interested."
Heading to Bermuda? I have a book of bus/ferry tickets ($40 value) for $10. Please email if interested.,33.832,"Fletcher, NC",-84.3851,10.0,Bermuda Bus and Ferry Tickets,https://asheville.craigslist.org/tix/d/bermuda-bus-and-ferry-tickets/6505916912.html,Bermuda Bus and Ferry Tickets. $10.0. Heading to Bermuda? I have a book of bus/ferry tickets ($40 value) for $10. Please email if interested.
"Vintage Betsy Ross Trashcan from 50s-60s. Trashcan is in good condition with normal use that comes from a trashcan. Dimensions: Height: 13"", Diameter: 10.75"" x 7"", Circumference: ~28"" Only $20 - Please email if interested.",33.832,"Fletcher, NC",-84.3851,20.0,Vintage Betsy Ross Trashcan,https://asheville.craigslist.org/clt/d/vintage-betsy-ross-trashcan/6505915863.html,"Vintage Betsy Ross Trashcan. $20.0. Vintage Betsy Ross Trashcan from 50s-60s. Trashcan is in good condition with normal use that comes from a trashcan. Dimensions: Height: 13"", Diameter: 10.75"" x 7"", Circumference: ~28"" Only $20 - Please email if interested."
4 bulb shop lights (Hang or Flush Mount) Just need rid of these quick ......... $10 each Lights are 4Ft. Take 1 or take 40 Located in the candler area Please no calls or text after 9pm,33.832,Unspecified,-84.3851,10.0,Shop Lights - 4 ft.,https://asheville.craigslist.org/for/d/shop-lights-4-ft/6513268334.html,Shop Lights - 4 ft.. $10.0. 4 bulb shop lights (Hang or Flush Mount) Just need rid of these quick ......... $10 each Lights are 4Ft. Take 1 or take 40 Located in the candler area Please no calls or text after 9pm
"Vintage Patriotic Electrical Plates from 1968 manufactured by American Tack and Hardware. They each have a unique brass finish. Two of them have 1776 Fyfe & Drum words on it with stars and drums surrounding. The third one has a famous Thomas Jefferson quote along with a bald eagle, ""Freedom is the right to choose. The right to create for oneself the alternatives of choice. Without the possibility of choice, and the exercise of choice, a man is not a man but a member, an instrument, a thing."" All for $20 - please email if interested.",33.832,"Fletcher, NC",-84.3851,20.0,Vintage Patriotic Electrical Plates from 1968,https://asheville.craigslist.org/clt/d/vintage-patriotic-electrical/6505914491.html,"Vintage Patriotic Electrical Plates from 1968. $20.0. Vintage Patriotic Electrical Plates from 1968 manufactured by American Tack and Hardware. They each have a unique brass finish. Two of them have 1776 Fyfe & Drum words on it with stars and drums surrounding. The third one has a famous Thomas Jefferson quote along with a bald eagle, ""Freedom is the right to choose. The right to create for oneself the alternatives of choice. Without the possibility of choice, and the exercise of choice, a man is not a man but a member, an instrument, a thing."" All for $20 - please email if interested."
"The most fun with 4 wheels and 8 legs!! Offering for sale my passenger wagon. It has two folding captains seats up front and two bench seats in the back. Has LED headlights and a rear brake light wired, just add your battery. Easy entry step for passengers. 15"" Tires were replaced in Sept 17, Still lots of miles left. Well placed brake pedal to keep the wagon off your horses when needed. Comes with adjustable pole and yoke. No Dbl tree in the sale. Have used this for wagon rides through town, Halloween, private events. It's a great wagon, I just have too many and want to free up some space. It needs some touch up, but can be go as it is today! I have used two Haflingers on this wagon, but with th adjustable pole you can use two drafts. Negotiations should take Place in person, not online.",34.76573,Unspecified,-83.069172,2000.0,8 passengers 2 Horse Wagon,https://asheville.craigslist.org/grd/d/8-passengers-2-horse-wagon/6501537435.html,"8 passengers 2 Horse Wagon. $2000.0. The most fun with 4 wheels and 8 legs!! Offering for sale my passenger wagon. It has two folding captains seats up front and two bench seats in the back. Has LED headlights and a rear brake light wired, just add your battery. Easy entry step for passengers. 15"" Tires were replaced in Sept 17, Still lots of miles left. Well placed brake pedal to keep the wagon off your horses when needed. Comes with adjustable pole and yoke. No Dbl tree in the sale. Have used this for wagon rides through town, Halloween, private events. It's a great wagon, I just have too many and want to free up some space. It needs some touch up, but can be go as it is today! I have used two Haflingers on this wagon, but with th adjustable pole you can use two drafts. Negotiations should take Place in person, not online."
"2014 Subaru Forester 4cyl, all wheel drive, 63k miles, leather seats, cd, aux, sunroof, heated seats, wry good condition inside and out, great on gas drives excellent.. Call or text please",34.9803,"Spartanburg, SC",-81.9168,10700.0,2014 Subaru Forester 63k,https://asheville.craigslist.org/cto/d/2014-subaru-forester-63k/6513267856.html,"2014 Subaru Forester 63k. $10700.0. 2014 Subaru Forester 4cyl, all wheel drive, 63k miles, leather seats, cd, aux, sunroof, heated seats, wry good condition inside and out, great on gas drives excellent.. Call or text please"
NEVER WORN 1993 Final Four Hat - Tarheels Won - $10 Please send email if interested.,34.9803,"Fletcher, NC",-81.9168,10.0,1993 Final Four Hat - Tarheels Won,https://asheville.craigslist.org/spo/d/1993-final-four-hat-tarheels/6505914684.html,1993 Final Four Hat - Tarheels Won. $10.0. NEVER WORN 1993 Final Four Hat - Tarheels Won - $10 Please send email if interested.
Duke Snider and Ernie Banks Autographed Picture - only $25. Please email if interested.,34.9803,"Fletcher, NC",-81.9168,25.0,Duke Snider and Ernie Banks Autographed Picture,https://asheville.craigslist.org/clt/d/duke-snider-and-ernie-banks/6505914898.html,Duke Snider and Ernie Banks Autographed Picture. $25.0. Duke Snider and Ernie Banks Autographed Picture - only $25. Please email if interested.
Vintage 60s Nude Playing Cards - both decks only $25. Please email if interested.,34.9803,"Fletcher, NC",-81.9168,25.0,Vintage 60s Nude Playing Cards,https://asheville.craigslist.org/clt/d/vintage-60s-nude-playing-cards/6504756358.html,Vintage 60s Nude Playing Cards. $25.0. Vintage 60s Nude Playing Cards - both decks only $25. Please email if interested.
Benny Goodman Golden Age of Swing Album Set with Booklet - Only $10. Please email if interested.,34.9803,"Fletcher, NC",-81.9168,10.0,Benny Goodman Golden Age of Swing Album Set,https://asheville.craigslist.org/clt/d/benny-goodman-golden-age-of/6504756594.html,Benny Goodman Golden Age of Swing Album Set. $10.0. Benny Goodman Golden Age of Swing Album Set with Booklet - Only $10. Please email if interested.
"Tanto Knife - this knife is in excellent condition. Stamped, ""Surgical Steel Japan."" Blade, handle, and sheath look NIB. Only $75 Please email if interested.",34.9803,"Fletcher, NC",-81.9168,75.0,Tanto Knife,https://asheville.craigslist.org/spo/d/tanto-knife/6504754258.html,"Tanto Knife. $75.0. Tanto Knife - this knife is in excellent condition. Stamped, ""Surgical Steel Japan."" Blade, handle, and sheath look NIB. Only $75 Please email if interested."
"Camp Daniel Boone Fleece Jacket - Like new, Men's Small. Great for a young scout. Only $25 Please email if interested.",34.9803,"Fletcher, NC",-81.9168,25.0,Camp Daniel Boone Fleece Jacket,https://asheville.craigslist.org/clo/d/camp-daniel-boone-fleece/6504754486.html,"Camp Daniel Boone Fleece Jacket. $25.0. Camp Daniel Boone Fleece Jacket - Like new, Men's Small. Great for a young scout. Only $25 Please email if interested."
Nike Jordan sneakers - size 12 in good condition. Model 050305. $30. 712 O327,35.561138,"Candler, NC",-82.645512,30.0,Nike Jordan sneakers - size 12 in good condition,https://asheville.craigslist.org/clo/d/nike-jordan-sneakers-size-12/6478112981.html,Nike Jordan sneakers - size 12 in good condition. $30.0. Nike Jordan sneakers - size 12 in good condition. Model 050305. $30. 712 O327
