Title,Location,Price,Description,Url,Latitude,Longitude
industrial rolling display shelf cart (stocking cart),"Arden, NC",100.0,"Industrial grade rolling display shelf cart (also called a stocking shelf) Dual sided 61"" tall x 52"" long x 29"" wide Little dirty, some minor rust. structurally sound with good rolling wheels Call (828) Seven even eight-6153",https://asheville.craigslist.org/for/d/industrial-rolling-display/6478431802.html,35.4637,-82.5354
Hand crocheted afghan & pillow,"Marion, NC",35.0,From a few generations ago. Very nice.,https://asheville.craigslist.org/bab/d/hand-crocheted-afghan-pillow/6496821615.html,35.4637,-82.5354
"Volkswagen VW Pickup Truck Tailgate, V.G. Cond.","Franklin, NC",500.0,"Hello, up for sale is this used tailgate for the VW Rabbit Pickup made 1980-83. This came off a 1981 Diesel, beige color. Tailgate in V.G. shape, no rot, mechanism works fine. There is small dent near top, like any tailgate that has been used, there is a bent of a bow to it. Both tailgate brackets are included. Tailgates for the VW trucks have become hard to come by in decent condition. Tailgate in Franklin, NC. Price $500, non-negotiable.",https://asheville.craigslist.org/pts/d/volkswagen-vw-pickup-truck/6502128308.html,35.168336,-83.331814
Heavy duty steel hand crank hose / wire/ rope reel,"Arden, NC",50.0,"Steel hand crank reel; could be used for hose, rope or wire. 16"" diameter $50 Call or text (828)Seven seven eight-6153",https://asheville.craigslist.org/for/d/heavy-duty-steel-hand-crank/6503323158.html,35.4637,-82.5354
Enclosed Cargo Trailer Super Sale - Over Stocked On 2018 Cargo Trailer,"Douglas, GA",1195.0,"Southern Trailer Depot is proud to be the #1 trailer dealer in GA. We are A+ rated with the BBB and will not be undersold. We have assisted thousands of customers with trailers all across the USA and Canada over the past 10 years and we want to say thank you for your continued business. We have hundreds of units in stock and need to make some room. If we don't have exactly what you are looking for we can also customize your unit to meet your specific needs with very little wait time. Affordable delivery available to anywhere in the U.S. Check us out at www.southerntrailerdepot.com or call us at 1-800-270-6264 and let us assist you today. Absolutely Nobody Will Serve You Better. Enclosed Cargo Trailers Currently On Special - - 4x6SA - $1195 - 5x8SA - $1495 - 5x10SA - $1595 - 6x10SA - $1895 - 6x12SA - $1995 - 6x12TA - $2595 - 7x12TA - $2895 - 7x14TA - $2995 - 7x16TA - $3195 - 8.5x16TA - $3595 - 8.5x20TA - $3895 - 8.5x24TA - $4195 - 8.5x28TA - $5095 Sale Prices Include - 16"" OC Floors on ALL Tandem Axles Radial Tires Full LED Exterior V-Nose RV Flush Lock on Side Entry Door Rear Ramp Door w/ Flap Steel Tubular Framing Color Options 5 Year Warranty Add Our Exclusive HaulStar Package For More Savings - Upgrade - Thicker .030 GA. Aluminum Exterior Upgrade - HD 5K ""Bulldog"" Side Wind Front Jack Upgrade - HD Low Profile ""Bulldog"" Style Coupler 16"" OC HD Floor 16"" OC Tubular Side Walls Posts Upgrade - 16"" OC Tubular Roof Members Upgrade - ATP Wrapped Front Corners Upgrade - ATP Wrapped Rear Corners & Header Upgrade - ATP Exterior Fenders Upgrade - Therma-Cool Interior Roof Liner Upgrade - Bar Lock On Side Door Plus Keyed RV Flush Lock Upgrade - LED Back Up Lights Upgrade - LED Interior Dome Lights - Total Of 2 Upgrade - Wide 3"" Bottom Rub Rail Trim Upgrade - Protective Conduit On All Exposed Wires Under Frame 6 Wides - Only $695 More 7 Wides - Only $795 More 8.5 Wides Up To 24' - Only $895 More 8.5x26-32 - For Only $1195 More Get A Yeti 20 Qt. Roadie Cooler For The Road Absolutely FREE With Qualified Purchase!! Call Us For Details. Whether you are looking for an affordable open trailer, cargo trailer or an enclosed gooseneck we've got it. Call us today at 1-800-270-6264 for an unbelievable deal and give us the chance to earn your business. We have a huge selection of enclosed cargo trailers on the ground and ready to roll. We are blowing them out with huge discounts and exclusive loaded packages. Most likely we have what you are looking for, but if not we can custom build your unit in as little as 10 business days. Our pick up locations are in Douglas, GA 31535. If you can't make the trip we offer affordable delivery directly to your location or we will meet you anywhere in between for as low as $1.35 per loaded mile (Only One Way). Check us out at www.southerntrailerdepot.com or talk to us at 1-800-270-6264. Trailers is what we do and we appreciate the opportunity to earn your business. Diamond Cargo, cargo trailer, enclosed trailer, 8.5x28, 8.5x24, 8.5x20, 8.5x16, 7x16, 7x14, 6x12, gooseneck, motorcycle trailer, car trailer, race trailer, landscape trailer",https://asheville.craigslist.org/fod/d/enclosed-cargo-trailer-super/6512430056.html,35.4637,-82.5354
2012 Fiat lounge Hatch back,"Columbus, NC",6875.0,"2012 Fiat hatch back, fully equipped with all available options for that Year. All service done as required and can be documented at Benson fiat in Greer SC Many options...including Tom tom naviagation power sun roof leather seats bluetooth connectivity, controls on steering wheeel Sirius radio ac and heat with automatic temperature control consistently averages 38 - 40 miles per gallon on regular gas more specs from the manufacturer: • Front Wheel Drive • Body Style: Hatchback • Manual Transmission (Automatic Optional) • Trim: 2dr HB Lounge • MPG: 30 City / 38 Hwy • Body • Body Style: Hatchback • Dimensions • Wheelbase(in): 90.6 • Length, Overall (in): 139.6 • Width, Max w/o mirrors (in): 64.1 • Height, Overall (in): 59.8 • Doors & Windows • Rear Defrost • Power Windows • Doors & Windows • Rear Defrost • Power Windows • Exterior Features • Sun/Moon Roof • Panoramic Roof • Sun/Moonroof (Optional) • Measurements • Base Curb Weight (lbs): 2363 • Tires & Wheels • Tires - Front Performance • Tires - Rear Performance • Compact Spare Tire (Optional) • Tire Pressure Monitoring System • Aluminum Wheels Interior • Convenience & Comfort • Alarm • Auxiliary Pwr Outlet • Cruise Control • Vehicle Anti-Theft System • Fog Lamps • Rear Parking Aid (Optional) • Front Reading Lamps • Adjustable Steering Wheel • Steering Wheel Controls • Leather Wrapped Steering Wheel • Intermittent Wipers • Variable Speed Intermittent Wipers • Keyless Entry • Power Door Locks • Electrochromic rearview mirror (Optional) • Heated Mirrors • Power Mirrors • Driver Vanity Mirror • Passenger Vanity Mirror • Power Steering • Dimensions • Passenger Capacity: 4 • Passenger Volume (cu. ft.): 75.6 • Front Head Room (in): 38.9 • Front Leg Room (in): 40.7 • Front Shoulder Room (in): 49.4 • Front Hip Room (in): 47.9 • Second Head Room (in): 35.6 • Second Leg Room (in): 31.7 • Second Shoulder Room (in): 46.4 • Second Hip Room (in): 42.6 • Cargo Volume with Rear Seat Down (cu. ft.): 30.1 • Entertainment • AM/FM Stereo • Auxiliary Audio Input • CD Player • MP3 Player • Satellite Radio • Premium Sound System • Heating & Cooling • Climate Control • A/C • Navigation & Communication • Navigation System • Wireless Cell Phone Hookup • Seats • Leather Seats (Optional) • Seat Memory • Pass-Through Rear Seat • 2nd Row Bench Seat • Bucket Seats ADVERTISEMENT - CONTINUE READING BELOW Mechanical • Engine & Performance • Front Wheel Drive • 4 Cylinder Engine • Engine Type: Gas I4 • Displacement: 1.4L/83 • Horsepower (Net @ RPM): 101 @ 6500 • Torque (Net @ RPM): 98 @ 4000 • Transmission: Manual • Turning diameter: 30.6 • Fuel • Gasoline Fuel • EPA Fuel Economy Est - City (MPG): 30 • EPA Fuel Economy Est - Hwy (MPG): 38 • Fuel Tank Capacity, Approx (gal): 10.5 • Suspension • Suspension Type - Front: MacPherson Strut • Suspension Type - Rear: Twist Beam Axle • Suspension Type - Front (Cont.): w/Coil Springs • Suspension Type - Rear (Cont.): w/Coil Springs • Transmission • Automatic (Optional) • 6-Speed Automatic (Optional) • Manual • 5-Speed Manual ADVERTISEMENT - CONTINUE READING BELOW Safety • Airbags • Driver Air Bag • Passenger Air Bag • Front Head Air Bag • Rear Head Air Bag • Front Side Air Bag • Brakes • 4-Wheel ABS • 4-Wheel Disc Brakes • Safety Features • Electronic Stability Control • Daytime Running Lights • Traction Control",https://asheville.craigslist.org/cto/d/2012-fiat-lounge-hatch-back/6505551209.html,35.2532,-82.1971
Richmond synthetic manual transmission fluid,"Arden, NC",2.0,Richmond GL-6 high performance synthetic manual transmission fluid. $2 per quart (46 quarts total) Call (828)Seven seven eight 6153,https://asheville.craigslist.org/pts/d/richmond-synthetic-manual/6503322568.html,35.4637,-82.5354
Set of 4 Five inch shopping cart wheels,"Arden, NC",8.0,"(4) five inch shopping cart wheels with 5/16"" axle size; 1 5/8"" wide; NEW (never used) 21 sets of 4 available; $8 for a set of 4; Made in USA Call or text (828)Seven seven eight -6153",https://asheville.craigslist.org/for/d/set-of-4-five-inch-shopping/6478428281.html,35.4637,-82.5354
79 Glastron,"Asheville, NC",500.0,"No title, engine works great got it serviced last year, trailer in perfect condition, brand new tires on trailer. No floor in boat but I do have the marine grade plywood to put in that comes with it make an offer just trying to get it out of my yard was gonna be my winter project but I don't have the time for it anymore",https://asheville.craigslist.org/boa/d/79-glastron/6512424975.html,35.7126,-82.5491
"1/4"" thick polycarbonate sheet (2 sizes) lexan plexiglass","Arden, NC",10.0,"various sizes of polycarbonate sheet, also known as plexiglass or Lexan (not acrylic) (5) 16 3/8"" x 17 3/4"" $10 each; (5) 9 3/8"" x 17 3/4"" $6 each Call r text (828)Seven seven eight-6153",https://asheville.craigslist.org/for/d/1-4-thick-polycarbonate-sheet/6478428939.html,35.4637,-82.5354
(7) PAN GELATO DIPPING CABINETT,"Columbus, NC",3850.0,"The case was bought in 2014 and used only one year. it came from turnkey parlor, and is the j7 model holding seven pans. Here is a link to there site where I boutght the case. https://www.freezerplanet.com/PCG-7-PAN-GELATO-ICECREAM-DIPPING-CABINET-p/pcg7.htm As you can see it sells for over $6000.00 I am asking 3850.00 or best reasonable offer From the manufacturer: The Perfect Gelato Dipping Cabinet. Gets you into the gelato business fast, easy and for a great price! PCG-7 53 5/16â x 31 1/2â x 46 Â¼â They are ETL and ETL Sanitation Certified Best warranty in the business: 5 years on compressor, 1 year on parts and 90 days on labor",https://asheville.craigslist.org/bfs/d/7-pan-gelato-dipping-cabinett/6505560476.html,35.2532,-82.1971
1992 LEXUS LS400 FOR PARTS -- WRECKED,"Gaffney, SC",3850.0,"JUST ROLLED IN -- 92 LS400 LEXUS WRECKED FOR PARTS. GOOD 4.0L ENGINE, AUTOMATIC TRANS, SUSPENSION, AND ELECTRICAL PARTS. SOME INTERIOR IS STILL GOOD BUT NOT THE FRONT SEATS. THESE CARS WERE THE CAR EVERYONE WANTED IN THE 90'S. MOST ARE STILL ON THE ROAD TODAY. LET ME KNOW WHAT YOU MAY WANT OR NEED. THANKS FOR LOOKING CALL OR EMAIL STEVE",https://asheville.craigslist.org/pts/d/1992-lexus-ls400-for-parts/6503793934.html,35.106705,-81.596717
"Manfrotto Autopole Extends from 8'11"" to 14'4"" (6 available)","Arden, NC",40.0,Italian made Manfrotto autopole for studio lights. bit dirty but otherwise in good shape. $40 each or all 6 for $200 Call or text (828)Seven seven eight-6153,https://asheville.craigslist.org/pho/d/manfrotto-autopole-extends/6478435942.html,35.4637,-82.5354
healing remedies hardbound book,"Marion, NC",6.0,"337 pg book on tons of different health issues. i loved this book, but i am a crazy documenter & so have taken notes on the info i wanted/needed & really don't have anywhere to store the book. it is in perfect condition - except i did mark the points i liked so i could document them. i am also throwing in a magazine book from prevention on 200 herbal remedies. this is also a great help for those who like to do things naturally",https://asheville.craigslist.org/bks/d/healing-remedies-hardbound/6496821183.html,35.4637,-82.5354
2005 FLEETWOOD NIAGARA,Unspecified,6900.0,"King Size High Wall Pop Up Camper Highlander Series 26 feet 10 inches long opened 18 feet 5 inches closed 14 feet long box Large open floor plan Hardwall Bathroom with Commode & NEW Shower Hose (2) King Size Beds Can sleep 8+ people Dinette Slide Out Corner Sofa Larger Refrigerator Double Kitchen Sink Built in Microwave 3 burner Cooktop Range w/Oven Flatscreen TV AM/FM C/D Radio 11 feet 9 inches of Counter Top Interior Colors...Sage, Cranberry & Earthtones Air Conditioner Gas Furnace Heater Diamond Plate Rock Guard 2 covered (full) Propane Tanks NEW 2017 Battery (in covered box) NEW cover on Spare Tire Good Tires NEW outside Shower Hose 14 ft. X 8ft. Canopy/Awning Camper weighs 3,500 lbs Never Leaked/Never Smoked In No rips/tears in Canvas Clean & Well Maintained Condition I do not answer text or E-mail Cell #",https://asheville.craigslist.org/rvs/d/2005-fleetwood-niagara/6504003639.html,35.323177,-81.934683
08 LEGACY OUTBACK SW AWD FOR PARTS,"Gaffney, SC",6900.0,WRECKED 2008 OUTBACK SW WITH 2.5L NON TURBO ENGINE AND ALL WHEEL DRIVE AUTOMATIC TRANS. HIT IN THE FRONT AND RIGHT SIDE. BLACK LEATHER INTERIOR WITH ALOT OF GOOD PARTS LEFT. LET ME KNOW WHAT YOU NEED. THANKS FOR LOOKING. EMAIL OR CALL STEVE,https://asheville.craigslist.org/pts/d/08-legacy-outback-sw-awd-for/6490162230.html,35.106613,-81.596431
Celebrity Tiny House,"Hendersonville, NC",15500.0,"This tiny house has 2 bedrooms, has a large slide out and a large addition that has a bedroom and living room. It was built by professional contractors and up to code.The addition has new carpeting large new sofa,2 chairs and a 55 inch tv.In the bedroom it is completely insulated floor and sides there is another tv on the wall.There are 2 air conditioners.The one in the camper is ducted. There is another tv in the kitchen living area.The other bedroom was completely redone.Everything stays,2nd portable air conditioner and second frig,which is brand new. I Do not know why the walls show blue in the pic of trailer,they are white.Would be perfect with a deck on side of front steps.If I do not sell I will have one built on the side of steps.Hendersonville downtown is 5 minutes and 20 miles south of Asheville.The rent is $1600 a year.This a great park with the most friendliest people.Check website for Jaymar Park My phone",https://asheville.craigslist.org/rvs/d/celebrity-tiny-house/6502627860.html,35.3613,-82.4264
08 Honda Rincon,Unspecified,5900.0,08 Honda Rincon in great condition. 2800 miles. New ITP blackwater tires. LED light bar. Warn 3500 winch. $5500.00,https://asheville.craigslist.org/snw/d/08-honda-rincon/6504186768.html,35.0039,-82.4272
2006 JETTA TDI CAR FOR PARTS,"Gaffney, SC",5900.0,2006 JETTA DIESEL (TDI) CAR FOR PARTS -- REALLY NICE CAR THAT DRIVES BUT IS WRECKED. HAS GOOD 1.9L DIESEL ENGINE AND AUTOMATIC TRANSMISSION. CLEAN INTERIOR AND ALL BODY PARTS EXCEPT WHERE WRECKED. CALL ME OR EMAIL AND LET ME KNOW WHAT YOU NEED STEVE THANKS FOR LOOKING,https://asheville.craigslist.org/pts/d/2006-jetta-tdi-car-for-parts/6483163650.html,35.106186,-81.59727
Stethoscope,"Marion, NC",10.0,"Quality stethoscope,",https://asheville.craigslist.org/hab/d/stethoscope/6496820746.html,35.106186,-81.59727
Beautiful Armoire Reduced,"Burnsville, NC",750.0,"This beautiful armoire MUST GO ASAP! Original price was $5,400 but is now only $1,500! 23 in. deep 53 in. wide 92 in. tall",https://asheville.craigslist.org/fuo/d/beautiful-armoire-reduced/6508952812.html,35.903,-82.2876
old rocker,"Candler, NC",120.0,"the is a very old rocker,Sweeten Creek Antique Mall Booth 2416,20% sale going on now",https://asheville.craigslist.org/atq/d/old-rocker/6493177223.html,35.5376,-82.7001
3 Frog Wall hangings,"Marion, NC",30.0,"My grandma has always loved frogs! Everywhere you look in her place there's a frog. Thing is she had to downsize, so we are selling these for her. In the picture you can see how big they are compared to the doorway.",https://asheville.craigslist.org/hsh/d/3-frog-wall-hangings/6496820239.html,35.5376,-82.7001
Counter/Display,"Candler, NC",50.0,Can be used many different ways,https://asheville.craigslist.org/fuo/d/counter-display/6493173285.html,35.5376,-82.7001
Intertainment Center,"Candler, NC",150.0,"Very nice Ashley Furniture ,still has the tags on it",https://asheville.craigslist.org/fuo/d/intertainment-center/6493171421.html,35.5376,-82.7001
metal medical table,"Asheville, NC",110.0,Vintage medical table . Booth 2416 SWEETEN CREEK ANTIQUE MALL $110.00 20% sale going on now,https://asheville.craigslist.org/atq/d/metal-medical-table/6493168069.html,35.5393,-82.518
Corner cabinet,"Asheville, NC",380.0,See it in Booth 2416 at Sweeten Creek Antique Mall 20% sale going on now,https://asheville.craigslist.org/fuo/d/corner-cabinet/6493165770.html,35.5376,-82.7001
Corner cabinet,"Candler, NC",380.0,See it in Booth 2416 at Sweeten Creek Antique Mall. 20 % off Sale going on now,https://asheville.craigslist.org/fuo/d/corner-cabinet/6483644132.html,35.5376,-82.7001
Dresser by Kincaid,Unspecified,325.0,"Great condition. Hardly used. It may be hard to tell from the pictures, but the stain is not exactly black, as there's a little bit of red in there. Beautiful and solid piece of furniture. 53""x40""x19"". IF THIS IS POSTED, IT'S AVAILABLE. Due to scams, I will not reply to inquiries such as, ""Is this item available"".",https://asheville.craigslist.org/fuo/d/dresser-by-kincaid/6512418610.html,35.6004,-82.4918
Desk Chair,"Candler, NC",15.0,Good shape,https://asheville.craigslist.org/fuo/d/desk-chair/6494613304.html,35.5376,-82.7001
Dog books,Unspecified,12.0,See photo,https://asheville.craigslist.org/bks/d/dog-books/6496819335.html,35.5376,-82.7001
BOHN ICE BOX,"Asheville, NC",480.0,"VERY NICE OAK ICE BOX MADE BY THE BOHN, BOOTH 2416 SWEETEN CREEK ANTIQUE MALL. 20% off Sale going on now",https://asheville.craigslist.org/atq/d/bohn-ice-box/6483647959.html,35.5393,-82.518
BOW FRONT CHINA CABINET,"Asheville, NC",350.0,"HAVE TWO CABINETS FOR SALE IN BOOTH 2416 SWEETEN CREEK ANTIQUE $350.00 EACH ,20% off Sale going on now",https://asheville.craigslist.org/fuo/d/bow-front-china-cabinet/6494622458.html,35.5393,-82.518
SPINNING WHEEL,"Asheville, NC",95.0,VINTAGE SPINNING WHEEL 95.00 AT SWEETEN CREEK ANTIQUE MALL BOOTH 2416 20% sale going on now,https://asheville.craigslist.org/atd/d/spinning-wheel/6494617852.html,35.5393,-82.518
2000 Ford Expedition Eddie Bauer 4x4,"Glenville, NC",3750.0,"Nice Dependable vehicle with no mechanical issues , paint is fading some , leather is worn in drivers seat , seats 8 people with 3rd row , tires are good , has sunroof , no oil leaks , and no rust , listing for a friend , come by for test drive , all info and address is on website thetruckbarn.net very low miles for year",https://asheville.craigslist.org/cto/d/2000-ford-expedition-eddie/6512429356.html,35.1882,-83.09
Chandler,"Candler, NC",20.0,Working light,https://asheville.craigslist.org/fuo/d/chandler/6494615429.html,35.5376,-82.7001
Golf ball pick-up,"Candler, NC",35.0,Like new and comes with the balls,https://asheville.craigslist.org/spo/d/golf-ball-pick-up/6494611266.html,35.5376,-82.7001
Singer Sewing Machine,"Candler, NC",125.0,Working Singer Sewing machine,https://asheville.craigslist.org/hsh/d/singer-sewing-machine/6494608940.html,35.5376,-82.7001
Sports Chairs,"Candler, NC",5.0,15 LEFT,https://asheville.craigslist.org/for/d/sports-chairs/6494602660.html,35.5376,-82.7001
John Deere w/ Plow/ Trade For A 4x4 Four Wheeler or Golf Cart,"Hendersonville, NC",3000.0,"I have a super nice 1978 John Deere 208 with a 52"" plow that I extended, Has LED lights front and back for. plowing I rebuilt the rest of the tractor and painted it and it is in good shape. Am interested in a side by side or 4x4 four wheeler or a good side by side go cart, golf cart. 8n tractor. . if you have any one of these, I would be interested, let me know. text or call",https://asheville.craigslist.org/bar/d/john-deere-plow-trade-for-4x4/6498720372.html,36.3049,-77.5607
07 SUZUKI GSXR 600 SUPER CLEAN CASH TALKS,"Marion, NC",5800.0,07 SUZUKI GSXR 600 13K MILES NEW MICHELIN PILOT TIRES YOUSHIMURA EXHAUST FULL RIDING GEAR 2 HELMET GLOVES 2 SEATS FRAME SLIDERS CARBON FIBER DRESS UP KIT 1 SPROCKET TOOTH DOWN IN FRONT 2 ADDED TOOTH BACK FOR BOTTOM END POWER FRESH FLUID CHANGE MECHANIC OWNED NO PROBLEMS NEVER LAID DOWN CLEANEST 07 GSXR U WILL SEE MUST SEE TO APPRECIATE,https://asheville.craigslist.org/mcy/d/07-suzuki-gsxr-600-super/6512430508.html,35.677254,-82.012312
